x,Cf,Cf_theory
0.196297,0.000484763,0.000244409
0.19658,0.00071909,0.000244233
0.196863,0.000583369,0.000244058
0.197145,0.000415303,0.000243883
0.197428,0.000562261,0.000243708
0.197711,0.000474542,0.000243534
0.197993,0.000656034,0.00024336
0.198276,0.000459882,0.000243186
0.198559,0.000567442,0.000243013
0.198841,0.000441604,0.00024284
0.199124,0.000475632,0.000242668
0.199167,3.79267e-05,0.000242642
0.199406,0.000430285,0.000242496
0.199689,0.00058785,0.000242324
0.199972,0.00041152,0.000242153
0.200254,0.000424316,0.000241982
0.200537,0.000436983,0.000241811
0.20082,0.000554419,0.000241641
0.201102,0.000438406,0.000241471
0.201385,0.000622275,0.000241302
0.201668,0.000472032,0.000241133
0.20195,0.000595542,0.000240964
0.202233,0.000420525,0.000240795
0.202516,0.000600177,0.000240627
0.202798,0.000501121,0.00024046
0.203081,0.000388598,0.000240292
0.203363,0.000471366,0.000240125
0.203646,0.000618675,0.000239958
0.203929,0.000442638,0.000239792
0.204211,0.000631501,0.000239626
0.204494,0.00049255,0.00023946
0.204777,0.000706601,0.000239295
0.205059,0.000485136,0.00023913
0.205342,0.000639563,0.000238966
0.205625,0.000657275,0.000238801
0.205907,0.000570067,0.000238637
0.20619,0.000541356,0.000238474
0.206473,0.000553063,0.00023831
0.206755,0.000621248,0.000238147
0.207038,0.000641613,0.000237985
0.207321,0.00038229,0.000237823
0.2075,5.75694e-05,0.00023772
0.207603,0.000558981,0.000237661
0.207886,0.00041732,0.000237499
0.208168,0.00044888,0.000237338
0.208451,0.000470021,0.000237177
0.208734,0.000562994,0.000237016
0.209016,0.000744213,0.000236856
0.209299,0.000523142,0.000236696
0.209582,0.000509913,0.000236536
0.209864,0.000508676,0.000236377
0.210147,0.000460887,0.000236218
0.21043,0.000604091,0.000236059
0.210712,0.000433757,0.000235901
0.210995,0.000394581,0.000235743
0.211278,0.000512421,0.000235585
0.21156,0.000574345,0.000235427
0.211843,0.000463781,0.00023527
0.212125,0.000619421,0.000235114
0.212408,0.000450906,0.000234957
0.212691,0.00038644,0.000234801
0.212973,0.000530543,0.000234645
0.213256,0.000648057,0.00023449
0.213539,0.000640229,0.000234334
0.213821,0.000457451,0.000234179
0.214104,0.000650093,0.000234025
0.214387,0.000472518,0.00023387
0.214669,0.000592259,0.000233716
0.214952,0.000442184,0.000233563
0.215235,0.000602577,0.000233409
0.215517,0.000443417,0.000233256
0.2158,0.000550651,0.000233103
0.215833,5.12517e-05,0.000233085
0.216083,0.00040317,0.000232951
0.216365,0.000537333,0.000232799
0.216648,0.000456254,0.000232647
0.21693,0.000643138,0.000232495
0.217213,0.000488064,0.000232344
